#{"t_start": 1748019731.112538, "env_id": "None"}
r,l,t
-91.982816,20,473.319202
-87.190632,20,473.360544
-89.427386,20,473.409218
-87.401012,20,473.448878
-87.554107,20,473.484315
-87.052596,20,473.522436
-91.473497,20,473.547943
-88.737646,20,473.573357
-89.061582,20,473.596143
-91.458055,20,473.619618
-89.032765,20,473.644761
-89.617543,20,473.667275
-87.125031,20,473.693695
-87.104804,20,473.730847
-91.889026,20,473.788982
-92.015188,20,473.823319
-87.201179,20,473.855404
-91.698484,20,473.885736
-89.878412,20,473.919976
-89.030266,20,473.961605
-87.460552,20,474.005262
-87.205957,20,474.047018
-87.270154,20,474.080557
-87.033898,20,474.117826
-90.968264,20,474.157468
-87.450394,20,474.201123
-87.262534,20,474.249738
-88.931544,20,474.296167
-87.718374,20,474.343461
-87.401921,20,474.392302
-87.783492,20,474.439976
-89.122045,20,474.485288
-90.038131,20,474.540649
-97.953628,20,474.590488
-88.233113,20,474.635542
-90.411238,20,474.679576
-89.701999,20,474.719775
-87.195803,20,474.765515
-87.887715,20,474.817016
-87.440318,20,474.866768
-89.018233,20,474.903607
-90.90605,20,474.938396
-87.481858,20,474.97698
-89.751682,20,475.018419
-91.568327,20,475.066223
-98.280348,20,475.117737
-89.852099,20,475.159867
-91.596665,20,475.20166
-87.623454,20,475.248122
-89.651707,20,475.29537
-88.00348,20,475.340953
-87.25045,20,475.386983
-89.159443,20,475.43298
-89.853646,20,475.479225
-89.619599,20,475.524709
-91.316236,20,475.573203
-92.751502,20,475.617023
-92.93534,20,475.664885
-87.266475,20,475.707687
-87.059164,20,475.751269
-90.020609,20,475.798978
-87.884349,20,475.848104
-91.645928,20,475.912149
-92.664307,20,475.953789
-87.232738,20,475.990371
-92.056129,20,476.031442
-89.904782,20,476.075285
-92.514867,20,476.127865
-87.331601,20,476.169477
-89.257562,20,476.209709
-93.512312,20,476.256195
-87.208072,20,476.299825
-87.213667,20,476.342337
-93.443551,20,476.385655
-89.16107,20,476.428784
-87.285366,20,476.475268
-91.986867,20,476.521775
-90.751736,20,476.559838
-87.461257,20,476.601519
-87.187017,20,476.651586
-87.64876,20,476.696445
-87.310208,20,476.73831
-91.157072,20,476.788824
-87.640272,20,476.84007
-87.448663,20,476.89185
-93.49222,20,481.15038
-91.63391,20,481.204695
-98.10816,20,481.246311
-89.602062,20,481.292345
-91.921227,20,481.337797
-88.839767,20,481.377556
-87.235081,20,481.425272
-87.319748,20,481.471308
-97.83621,20,481.510889
-87.688778,20,481.55167
-90.47436,20,481.596935
-98.097243,20,481.643146
-90.268455,20,481.681916
-87.583355,20,481.719275
-89.658443,20,481.760995
-87.125645,20,481.80757
-88.784892,20,481.849815
-87.176888,20,481.895275
-88.039255,20,481.940206
-87.106985,20,481.985029
-87.655656,20,482.02794
-87.175436,20,482.072767
-87.118404,20,482.11564
-89.927009,20,482.160793
-88.171817,20,482.218109
-89.89056,20,482.269315
-87.658056,20,482.309363
-89.883788,20,482.346091
-93.251743,20,482.386472
-88.238223,20,482.427618
-87.272829,20,482.466094
-87.068264,20,482.505941
-89.883662,20,482.555676
-91.346512,20,482.601897
-89.215343,20,482.646594
-90.201729,20,482.689104
-91.783464,20,482.72608
-89.816025,20,482.76872
-89.314199,20,482.811023
-89.345542,20,482.853808
-91.623785,20,482.901613
-87.101759,20,482.950213
-87.685958,20,482.990731
-87.19758,20,483.033799
-87.276084,20,483.071316
-87.271072,20,483.117639
-87.219543,20,483.161094
-91.907449,20,483.201626
-87.360115,20,483.249284
-89.60982,20,483.294777
-89.865419,20,483.343773
-87.254348,20,483.382721
-89.222046,20,483.423655
-87.08658,20,483.462951
-89.485704,20,483.519384
-87.29977,20,483.568532
-90.45248,20,483.609985
-90.797404,20,483.653161
-93.000777,20,483.699701
-88.559775,20,483.742335
-87.726147,20,483.782582
-90.700312,20,483.8261
-98.480788,20,483.869716
-91.008897,20,483.920198
-87.93093,20,483.963656
-89.044844,20,484.00305
-90.793611,20,484.050925
-87.230042,20,484.095392
-87.159481,20,484.140179
-87.169719,20,484.193793
-92.762551,20,484.237757
-87.001903,20,484.292512
-88.560663,20,484.335068
-92.313563,20,484.381899
-87.078042,20,484.424661
-89.885816,20,484.464502
-88.193407,20,484.511327
-91.192787,20,484.562172
-90.767285,20,484.606826
-91.539174,20,484.650345
-87.198769,20,484.693458
-87.09489,20,484.737062
-91.968344,20,484.780774
-87.290444,20,484.82542
-89.619947,20,484.870775
-87.084654,20,484.913949
-87.603354,20,484.957675
-89.646604,20,485.004389
-88.212492,20,485.052243
-89.595131,20,485.096406
-92.327618,20,485.152679
-92.678314,20,485.203762
-87.044644,20,485.252057
-91.351842,20,485.297601
-89.701702,20,485.35978
-89.570721,20,485.399459
-87.037759,20,485.447462
-87.621961,20,485.487773
-87.219151,20,485.527648
-90.974397,20,485.570209
-87.407077,20,485.613839
-87.057588,20,485.656493
-87.998877,20,485.699997
-87.208066,20,490.025991
-90.21781,20,490.069141
-88.270683,20,490.114305
-90.467061,20,490.169453
-87.184559,20,490.218309
-87.71644,20,490.261255
-87.156446,20,490.306157
-91.995382,20,490.346063
-87.953571,20,490.395819
-87.089556,20,490.444044
-91.840787,20,490.485646
-87.24066,20,490.526355
-89.500257,20,490.571763
-90.577295,20,490.624678
-89.739391,20,490.665042
-87.581496,20,490.716234
-93.354321,20,490.770627
-87.463715,20,490.818239
-90.135021,20,490.856228
-87.036457,20,490.902033
-87.941583,20,490.945185
-92.858834,20,490.990803
-90.876316,20,491.035994
-90.991309,20,491.077864
-87.135064,20,491.120786
-90.205828,20,491.163348
-90.149642,20,491.209384
-88.445028,20,491.255294
-92.128406,20,491.300843
-89.239898,20,491.347849
-87.235722,20,491.402116
-87.315703,20,491.453151
-89.60508,20,491.507379
-88.485367,20,491.546298
-92.308828,20,491.589842
-97.954877,20,491.630043
-90.60881,20,491.680375
-87.193565,20,491.719819
-92.46469,20,491.757567
-90.792088,20,491.810387
-87.334053,20,491.851957
-87.090119,20,491.892754
-87.757968,20,491.938751
-87.190418,20,491.986797
-92.169386,20,492.037779
-90.375193,20,492.09094
-88.422575,20,492.136317
-88.017421,20,492.187521
-87.117126,20,492.236959
-87.225628,20,492.282143
-89.122576,20,492.326166
-88.045117,20,492.373977
-92.158132,20,492.427507
-87.208532,20,492.47871
-87.494612,20,492.517187
-87.603869,20,492.554816
-87.241776,20,492.598819
-87.062267,20,492.651923
-87.459105,20,492.704768
-87.181315,20,492.756592
-87.366723,20,492.794417
-89.165634,20,492.833595
-91.130951,20,492.872965
-90.004785,20,492.91097
-87.977481,20,492.950336
-89.560365,20,492.980397
-87.252751,20,493.006359
-90.236351,20,493.02713
-87.174303,20,493.04669
-88.703434,20,493.066506
-93.012807,20,493.097664
-87.238451,20,493.143309
-87.049541,20,493.187374
-87.17375,20,493.222497
-92.210172,20,493.258743
-87.216734,20,493.291612
-91.095802,20,493.33059
-87.427843,20,493.376361
-89.12669,20,493.41777
-92.102948,20,493.463426
-89.255591,20,493.5137
-87.300329,20,493.562505
-89.287774,20,493.597839
-92.3832,20,493.631258
-88.169736,20,493.6649
-87.169755,20,493.7026
-89.819867,20,493.740996
-90.409476,20,493.785872
-89.109454,20,493.814569
-87.196342,20,493.841493
-97.955477,20,493.864585
-88.117124,20,493.882649
-90.68834,20,493.903421
-98.28744,20,493.92363
-89.415693,20,493.953247
-90.489947,20,493.987453
-89.908114,20,494.027093
-87.124966,20,494.06068
-87.156006,20,494.095809
-88.062602,20,494.132581
-89.821576,20,494.172317
-87.074794,20,494.21271
-92.919962,20,498.210349
-87.166289,20,498.241659
-88.547533,20,498.276431
-87.574794,20,498.317681
-87.270331,20,498.362029
-98.476191,20,498.407682
-93.028454,20,498.454811
-98.431392,20,498.500013
-87.140665,20,498.54428
-87.180044,20,498.59045
-87.052766,20,498.640657
-87.287084,20,498.68553
-90.434434,20,498.733601
-91.774581,20,498.777795
-92.521828,20,498.831374
-98.198112,20,498.879493
-87.087332,20,498.922282
-87.815948,20,498.968594
-87.381223,20,499.019907
-87.629532,20,499.059427
-92.30163,20,499.096087
-90.068502,20,499.1397
-89.282936,20,499.187761
-92.429248,20,499.228081
-91.970399,20,499.264735
-88.061585,20,499.299391
-88.788485,20,499.333109
-87.048262,20,499.366009
-87.653059,20,499.389533
-92.81276,20,499.421628
-88.717488,20,499.462913
-87.151661,20,499.502687
-93.189128,20,499.541241
-91.789533,20,499.570649
-88.094137,20,499.593668
-87.134994,20,499.61993
-87.544385,20,499.649569
-87.427354,20,499.674452
-87.263534,20,499.699172
-87.660689,20,499.722757
-87.309866,20,499.771571
-87.456563,20,499.819767
-90.173963,20,499.887069
-89.231854,20,499.927598
-87.048928,20,499.973593
-91.662159,20,500.036757
-87.861015,20,500.088612
-89.510744,20,500.12694
-87.314763,20,500.163807
-91.371194,20,500.204634
-87.126678,20,500.245257
-88.920749,20,500.29589
-98.106525,20,500.341392
-89.835471,20,500.37875
-89.030874,20,500.424452
-92.890881,20,500.473232
-98.243185,20,500.53619
-87.116825,20,500.573236
-91.129946,20,500.612758
-87.600071,20,500.660833
-88.021373,20,500.712168
-88.2559,20,500.762052
-87.218215,20,500.804476
-87.873565,20,500.851284
-87.377817,20,500.901255
-89.204285,20,500.952785
-87.343229,20,500.999441
-89.347951,20,501.044789
-98.346671,20,501.101601
-90.177762,20,501.146609
-88.845947,20,501.182571
-87.099184,20,501.220192
-87.49282,20,501.262748
-92.38412,20,501.31929
-89.346,20,501.372489
-87.240555,20,501.421149
-93.026288,20,501.466684
-89.336173,20,501.50792
-90.679987,20,501.548433
-91.401236,20,501.598969
-89.013451,20,501.642213
-87.336797,20,501.683272
-87.038307,20,501.726196
-87.150712,20,501.771667
-93.37638,20,501.817977
-91.077443,20,501.859943
-87.005938,20,501.902877
-87.096174,20,501.943291
-87.044082,20,501.999677
-91.991919,20,502.044439
-89.847834,20,502.088448
-87.29719,20,502.134405
-87.565184,20,502.189054
-92.846586,20,502.222489
-87.218625,20,502.258916
-90.24219,20,502.299138
-91.5667,20,502.344498
-90.625482,20,502.399521
-88.384695,20,502.447145
-93.265397,20,502.490683
-98.08772,20,502.537643
-92.76068,20,502.581098
-87.696639,20,507.280489
-88.100132,20,507.327113
-90.455988,20,507.369185
-88.668053,20,507.420565
-93.137976,20,507.469144
-92.576108,20,507.506035
-91.882689,20,507.553277
-87.821322,20,507.604492
-87.127611,20,507.652719
-87.065984,20,507.708749
-93.427992,20,507.754408
-90.979322,20,507.81049
-90.238253,20,507.860657
-90.699583,20,507.915427
-87.986624,20,507.986761
-91.455034,20,508.025247
-89.682539,20,508.068298
-88.776893,20,508.136643
-87.561303,20,508.172813
-89.06311,20,508.212483
-87.149407,20,508.25319
-88.600742,20,508.298747
-87.142137,20,508.344639
-87.197689,20,508.386967
-87.284603,20,508.427731
-87.127544,20,508.464392
-91.420267,20,508.502443
-93.08501,20,508.534283
-89.522402,20,508.570249
-89.000002,20,508.610929
-87.468399,20,508.673401
-87.730023,20,508.720097
-91.9592,20,508.771446
-92.072329,20,508.810699
-97.786846,20,508.844498
-91.964698,20,508.879398
-89.43584,20,508.921971
-91.476616,20,508.947542
-90.062999,20,508.980408
-91.033448,20,509.016322
-88.214623,20,509.044696
-92.885503,20,509.084165
-87.630192,20,509.135731
-87.109347,20,509.191284
-88.011506,20,509.24657
-93.068975,20,509.296909
-87.168209,20,509.351148
-91.681592,20,509.40117
-87.122981,20,509.44487
-90.921229,20,509.484131
-87.076156,20,509.530757
-87.113442,20,509.577271
-88.311992,20,509.620513
-88.982365,20,509.671109
-87.924507,20,509.725227
-88.821405,20,509.772803
-87.636373,20,509.828549
-93.288128,20,509.871842
-91.784741,20,509.918837
-92.749471,20,509.967496
-91.351539,20,510.01881
-87.901922,20,510.066177
-87.638273,20,510.113482
-87.3093,20,510.156149
-87.536735,20,510.196701
-87.136398,20,510.236522
-87.189574,20,510.274974
-90.28897,20,510.316613
-87.159584,20,510.368934
-90.341809,20,510.417437
-88.05168,20,510.455366
-87.085223,20,510.492687
-88.477309,20,510.534326
-89.392607,20,510.582758
-88.59157,20,510.617517
-89.674586,20,510.658851
-90.615967,20,510.696247
-91.329522,20,510.740992
-87.677504,20,510.784503
-87.108519,20,510.830088
-87.60374,20,510.885321
-87.650486,20,510.929745
-87.788598,20,510.976286
-90.066473,20,511.02253
-89.495577,20,511.064671
-92.510445,20,511.118066
-90.686699,20,511.168036
-90.640068,20,511.215597
-87.110044,20,511.256778
-88.477196,20,511.302795
-90.086909,20,511.347132
-87.318455,20,511.399908
-88.6331,20,511.450273
-87.215377,20,511.493491
-88.001763,20,511.53996
-87.22952,20,511.58484
-88.982549,20,511.624755
-87.464487,20,511.662366
-88.969114,20,511.697495
-87.10598,20,511.733337
-87.304805,20,511.767848
-87.32953,20,511.808676
-88.436731,20,511.849019
-87.149193,20,516.031217
-87.550189,20,516.053906
-87.155356,20,516.088571
-97.493181,20,516.122397
-88.300704,20,516.153771
-92.096772,20,516.179941
-93.010679,20,516.216085
-87.189521,20,516.265026
-92.152186,20,516.303508
-87.092442,20,516.350072
-91.930842,20,516.391158
-89.888409,20,516.433221
-87.123979,20,516.477772
-87.493866,20,516.520389
-91.833786,20,516.55887
-87.087652,20,516.600276
-87.009963,20,516.640357
-90.438342,20,516.692077
-88.318429,20,516.730516
-92.35025,20,516.779159
-93.391466,20,516.817479
-87.159733,20,516.850567
-88.891507,20,516.891387
-87.095528,20,516.939787
-88.435097,20,516.983875
-92.204937,20,517.018374
-92.213211,20,517.05383
-87.090161,20,517.091097
-90.986377,20,517.137561
-88.750505,20,517.180592
-87.078175,20,517.22319
-93.274152,20,517.255687
-87.97835,20,517.288705
-87.059541,20,517.315364
-87.497718,20,517.359056
-90.96645,20,517.398443
-90.242196,20,517.435819
-90.680723,20,517.459813
-87.050781,20,517.490332
-89.560078,20,517.53776
-87.166231,20,517.582681
-87.938089,20,517.627189
-87.100792,20,517.664803
-88.601339,20,517.702932
-87.082099,20,517.746253
-90.196215,20,517.78999
-98.269344,20,517.83019
-89.782508,20,517.864612
-90.274662,20,517.909487
-87.078557,20,517.952669
-88.042579,20,518.003289
-87.21261,20,518.04437
-93.273225,20,518.078569
-87.591823,20,518.115758
-92.776829,20,518.155812
-89.781002,20,518.202532
-87.244181,20,518.24263
-90.698393,20,518.291425
-89.99444,20,518.328996
-91.434293,20,518.364366
-92.472187,20,518.405784
-88.846303,20,518.447838
-91.042582,20,518.48773
-89.323619,20,518.528396
-92.251866,20,518.566896
-88.556691,20,518.612951
-87.439136,20,518.659987
-87.557087,20,518.706052
-91.817137,20,518.744405
-87.672279,20,518.792273
-88.240499,20,518.830515
-87.640454,20,518.868347
-87.863023,20,518.911058
-87.07011,20,518.951559
-89.968061,20,518.999326
-87.234969,20,519.041338
-89.257296,20,519.090685
-87.057999,20,519.128137
-88.821546,20,519.162664
-91.717086,20,519.19676
-87.303083,20,519.235911
-87.188772,20,519.278111
-88.052982,20,519.330658
-88.288739,20,519.382413
-87.193337,20,519.431005
-87.373782,20,519.474065
-88.225765,20,519.515584
-87.079037,20,519.556817
-87.386355,20,519.602635
-87.436715,20,519.647584
-92.569588,20,519.690315
-88.602442,20,519.731241
-89.565515,20,519.775518
-88.814742,20,519.827234
-93.092676,20,519.865688
-92.791363,20,519.908592
-90.658395,20,519.946916
-92.243675,20,519.986414
-87.342132,20,520.02864
-87.37263,20,520.072368
-90.920997,20,520.118973
-87.751198,20,520.164784
-88.9529,20,523.957791
-92.907559,20,524.006109
-91.104747,20,524.05019
-90.115992,20,524.096368
-87.548403,20,524.133015
-89.095346,20,524.166555
-87.632961,20,524.205356
-87.449459,20,524.244685
-87.136997,20,524.290315
-90.717256,20,524.331747
-87.584155,20,524.372684
-87.482616,20,524.419668
-93.162723,20,524.465478
-89.826086,20,524.511025
-89.094981,20,524.555024
-89.635703,20,524.602375
-87.558709,20,524.655375
-87.641669,20,524.695679
-88.065874,20,524.738774
-89.684149,20,524.78124
-88.206351,20,524.821565
-88.627456,20,524.864371
-87.200778,20,524.904406
-89.009379,20,524.956609
-88.057306,20,525.007081
-88.381323,20,525.049114
-89.236287,20,525.091825
-90.60509,20,525.127569
-93.243765,20,525.165583
-87.415208,20,525.207736
-87.456186,20,525.251184
-88.263253,20,525.290945
-87.904895,20,525.339866
-92.498894,20,525.377033
-92.942816,20,525.411515
-92.497738,20,525.449446
-88.522288,20,525.490224
-92.205748,20,525.533783
-91.008933,20,525.570434
-87.098357,20,525.605647
-87.568671,20,525.646793
-90.486768,20,525.701164
-91.26195,20,525.751424
-93.362869,20,525.779155
-92.799109,20,525.830058
-87.226394,20,525.878466
-87.118604,20,525.924489
-88.88215,20,525.97158
-87.235122,20,526.029289
-91.877617,20,526.094775
-87.099795,20,526.138565
-87.634275,20,526.170544
-93.022788,20,526.200999
-87.535907,20,526.23543
-88.438222,20,526.276527
-87.632714,20,526.318231
-87.39378,20,526.356433
-91.242232,20,526.400953
-87.604106,20,526.434689
-88.816237,20,526.467179
-88.973661,20,526.506418
-89.110299,20,526.55026
-89.514814,20,526.593227
-87.269071,20,526.643669
-90.504895,20,526.693583
-91.236774,20,526.747968
-98.210644,20,526.789732
-88.770667,20,526.833095
-87.027855,20,526.876189
-87.497204,20,526.920641
-88.684397,20,526.959464
-88.52944,20,527.003615
-88.465568,20,527.048872
-92.746923,20,527.096859
-89.024478,20,527.151883
-87.440197,20,527.197653
-91.065897,20,527.250054
-98.346518,20,527.301115
-89.872191,20,527.343261
-90.254769,20,527.385411
-87.230738,20,527.437891
-87.057343,20,527.479191
-87.344153,20,527.512729
-92.189186,20,527.54914
-91.334966,20,527.594767
-90.969192,20,527.640863
-92.445789,20,527.688241
-98.139679,20,527.730072
-90.81594,20,527.776327
-91.851549,20,527.826782
-87.299707,20,527.870854
-90.198819,20,527.915469
-89.346278,20,527.955248
-91.04179,20,527.999428
-88.109685,20,528.047175
-88.474902,20,528.090984
-93.329411,20,528.134233
-90.913166,20,528.181382
-87.112902,20,528.22501
-92.153005,20,528.264381
-87.279341,20,528.310263
-87.499136,20,528.35034
-91.158085,20,528.389472
-90.231773,20,532.862537
-89.908958,20,532.914808
-93.42786,20,532.959247
-87.215817,20,533.005082
-87.163536,20,533.052649
-89.209839,20,533.113398
-88.599857,20,533.159568
-87.307448,20,533.204916
-88.206797,20,533.252484
-87.396892,20,533.300179
-90.312894,20,533.348093
-89.108869,20,533.396238
-87.404653,20,533.444786
-88.755018,20,533.496982
-93.374448,20,533.54296
-87.331612,20,533.588699
-88.878412,20,533.633953
-91.626583,20,533.686409
-87.632184,20,533.736159
-91.002404,20,533.773195
-93.092725,20,533.808405
-97.850166,20,533.843846
-90.124197,20,533.890069
-87.812806,20,533.93864
-87.277153,20,533.984234
-87.830136,20,534.026352
-88.378164,20,534.07864
-87.578899,20,534.128263
-91.83558,20,534.181038
-87.260569,20,534.224926
-87.462151,20,534.267901
-90.058087,20,534.316741
-87.127928,20,534.367308
-87.082009,20,534.407856
-91.843284,20,534.451154
-89.077299,20,534.495079
-89.290263,20,534.544665
-91.249617,20,534.587692
-96.789012,20,534.62824
-89.223597,20,534.674796
-87.654027,20,534.721844
-90.4161,20,534.772576
