#{"t_start": 1748019731.112538, "env_id": "None"}
r,l,t
-88.095172,20,648.321687
-90.598258,20,648.363272
-87.023701,20,648.403539
-93.541749,20,648.445069
-90.907295,20,648.488245
-91.122856,20,648.529734
-87.521879,20,648.564714
-88.256712,20,648.606622
-91.056379,20,648.645942
-93.062484,20,648.686347
-87.28514,20,648.730495
-87.271036,20,648.772393
-87.233383,20,648.819485
-87.538382,20,648.863406
-89.188986,20,648.918473
-87.253176,20,648.960612
-93.026148,20,648.997131
-89.823111,20,649.031725
-91.245596,20,649.073634
-86.996289,20,649.113898
-87.369921,20,649.145433
-92.763559,20,649.184379
-92.604224,20,649.222547
-90.980076,20,649.259839
-87.791648,20,649.301094
-87.967987,20,649.346403
-87.54551,20,649.396258
-87.182471,20,649.44023
-87.118456,20,649.480999
-87.248159,20,649.522739
-87.246187,20,649.570038
-90.56639,20,649.626694
-92.312086,20,649.669718
-87.785226,20,649.707769
-92.620479,20,649.746836
-90.738866,20,649.790112
-87.386656,20,649.830445
-88.687062,20,649.875881
-89.082534,20,649.914487
-92.671769,20,649.951318
-90.928121,20,649.985115
-87.961496,20,650.021217
-88.418103,20,650.053655
-87.18586,20,650.085904
-95.87619,20,650.124114
-87.299121,20,650.160992
-87.718329,20,650.212656
-93.223122,20,650.264566
-93.396524,20,650.304754
-90.634853,20,650.342421
-87.216251,20,650.381706
-92.57722,20,650.414311
-92.977773,20,650.464787
-87.044498,20,650.521099
-92.799395,20,650.580926
-87.045068,20,650.632632
-87.161178,20,650.694538
-87.329527,20,650.735343
-89.509655,20,650.773592
-89.378638,20,650.813803
-89.971107,20,650.85563
-89.243783,20,650.900137
-88.082889,20,650.939737
-92.503608,20,655.011886
-87.623883,20,655.048636
-88.404972,20,655.092828
-87.568497,20,655.137177
-89.839286,20,655.182532
-87.033007,20,655.210601
-89.049846,20,655.239998
-90.218697,20,655.275425
-87.938641,20,655.307504
-87.483085,20,655.346468
-87.134549,20,655.38637
-87.448385,20,655.416959
-87.710081,20,655.442553
-87.792908,20,655.489759
-93.263763,20,655.53727
-88.559868,20,655.584647
-93.184698,20,655.63799
-87.258921,20,655.68578
-92.905,20,655.729561
-89.42381,20,655.773129
-87.684647,20,655.821106
-91.770391,20,655.866348
-87.602956,20,655.91548
-87.155502,20,655.964958
-91.045493,20,656.018816
-92.434929,20,656.063371
-86.979812,20,656.124029
-87.01972,20,656.166996
-87.179492,20,656.204329
-87.409951,20,656.249424
-91.777393,20,656.290866
-96.918459,20,656.33054
-92.386065,20,656.371775
-87.809925,20,656.420086
-87.497468,20,656.467544
-87.690247,20,656.516231
-87.175967,20,656.562792
-87.042349,20,656.609538
-87.20873,20,656.657117
-87.350493,20,656.704682
-90.978376,20,656.751234
-87.246105,20,656.803251
-89.934623,20,656.848941
-93.305382,20,656.896006
-87.072712,20,656.944658
-93.418711,20,656.988332
-93.283298,20,657.043016
-91.930253,20,657.097131
-87.586185,20,657.152929
-88.411695,20,657.190919
-87.516656,20,657.230655
-91.150005,20,657.28786
-89.958308,20,657.330608
-89.828892,20,657.368834
-87.424043,20,657.409521
-89.424341,20,657.453055
-92.952559,20,657.495102
-88.503483,20,657.539222
-89.003954,20,657.573828
-87.08434,20,657.608642
-87.136633,20,657.638811
-87.096557,20,657.677326
-90.837923,20,657.71857
-87.980339,20,657.763359
-89.053009,20,657.816428
-92.378522,20,657.862574
-88.815807,20,657.910962
-92.977902,20,657.957158
-90.047355,20,658.005176
-87.506593,20,658.051629
-90.422211,20,658.10123
-88.370246,20,658.148681
-89.3132,20,658.186487
-88.941181,20,658.224845
-88.911255,20,658.274102
-87.47539,20,658.317457
-90.14706,20,658.346028
-87.627412,20,658.371476
-88.742727,20,658.403302
-92.57626,20,658.435627
-88.277649,20,658.464554
-87.62613,20,658.504451
-87.621846,20,658.541188
-90.238878,20,658.580503
-89.194295,20,658.624697
-87.146365,20,658.667472
-92.047224,20,658.711678
-87.260247,20,658.751898
-87.385345,20,658.790278
-92.907568,20,658.828862
-91.329814,20,658.875415
-93.509749,20,658.916302
-87.024298,20,658.955701
-87.211288,20,658.997326
-92.440219,20,659.039479
-93.066131,20,659.077665
-98.031284,20,659.120277
-88.094816,20,659.173512
-91.205597,20,659.21865
-88.177363,20,659.256082
-92.472719,20,659.299258
-88.055318,20,659.341751
-91.269416,20,659.388584
-93.102411,20,663.696752
-89.32695,20,663.735934
-91.711625,20,663.784495
-89.530424,20,663.821676
-87.276884,20,663.85638
-92.861146,20,663.889443
-88.923589,20,663.93938
-89.183958,20,663.98887
-91.200574,20,664.035775
-91.460032,20,664.081491
-87.666056,20,664.142641
-88.09497,20,664.185441
-89.576168,20,664.230547
-89.591272,20,664.274609
-92.539622,20,664.316945
-93.21079,20,664.357589
-90.264806,20,664.410197
-92.842444,20,664.454742
-89.455054,20,664.511293
-87.066865,20,664.56252
-87.154128,20,664.605048
-87.341684,20,664.635381
-90.363718,20,664.667768
-87.387999,20,664.694888
-88.673853,20,664.717571
-87.143376,20,664.742479
-87.915153,20,664.761625
-88.41783,20,664.782749
-87.21688,20,664.798925
-89.577056,20,664.826749
-92.466722,20,664.860874
-87.462414,20,664.894983
-92.5847,20,664.915485
-87.398292,20,664.94225
-92.162395,20,664.977199
-87.152186,20,665.037465
-91.580228,20,665.084754
-91.761228,20,665.125282
-87.847946,20,665.165527
-87.187221,20,665.22046
-91.400075,20,665.258054
-90.978834,20,665.293822
-88.851039,20,665.328493
-87.24098,20,665.361275
-87.03149,20,665.404815
-87.717013,20,665.454099
-90.513936,20,665.504785
-91.660083,20,665.553186
-87.551193,20,665.605219
-87.339976,20,665.647752
-87.090608,20,665.682633
-87.163052,20,665.718162
-90.952582,20,665.765512
-87.593089,20,665.813069
-87.244327,20,665.861174
-87.700541,20,665.904744
-93.305808,20,665.946041
-91.862186,20,665.991434
-91.916206,20,666.036626
-87.071469,20,666.083307
-87.590541,20,666.13183
-88.53626,20,666.184427
-92.866949,20,666.24286
-88.992946,20,666.287314
-87.648944,20,666.323364
-92.844738,20,666.362762
-88.439041,20,666.408254
-91.813861,20,666.454807
-87.173804,20,666.505836
-87.111357,20,666.554149
-87.736869,20,666.607074
-89.475431,20,666.66013
-87.444925,20,666.7142
-89.614424,20,666.751034
-90.247458,20,666.790019
-89.618499,20,666.829216
-89.754003,20,666.877588
-88.040048,20,666.924735
-90.815242,20,666.972808
-89.88941,20,667.019323
-97.636542,20,667.065886
-93.24786,20,667.128739
-87.69151,20,667.167449
-91.810347,20,667.204608
-87.481339,20,667.260589
-97.632245,20,667.309995
-87.437532,20,667.34847
-88.630127,20,667.384773
-92.664123,20,667.421569
-91.380534,20,667.459834
-90.234955,20,667.501842
-87.74811,20,667.541874
-88.721231,20,667.581057
-87.398212,20,667.619236
-87.181135,20,667.65772
-92.116363,20,667.698793
-87.038769,20,667.727668
-91.50764,20,667.755238
-88.98578,20,667.78651
-87.176418,20,667.821537
-87.075492,20,667.856193
-87.241062,20,667.905622
-92.86725,20,672.270525
-91.453007,20,672.316623
-88.669726,20,672.367424
-87.215249,20,672.413034
-88.384105,20,672.464619
-87.796628,20,672.510202
-93.296368,20,672.554693
-90.437534,20,672.601838
-93.162521,20,672.641013
-92.062597,20,672.681706
-89.259992,20,672.723027
-92.296035,20,672.778869
-87.439216,20,672.823469
-87.254365,20,672.857548
-89.312808,20,672.896794
-92.855702,20,672.93049
-87.721268,20,672.965527
-87.314619,20,672.99652
-87.264851,20,673.036263
-88.61105,20,673.076304
-87.104316,20,673.116649
-87.342714,20,673.161408
-89.293185,20,673.21838
-89.877863,20,673.268218
-93.311534,20,673.317086
-97.419106,20,673.367569
-87.160011,20,673.418835
-91.922211,20,673.467804
-89.464731,20,673.524695
-89.434478,20,673.57585
-88.342335,20,673.621109
-87.139522,20,673.662471
-87.5366,20,673.710595
-92.944957,20,673.753062
-88.953091,20,673.795886
-88.568803,20,673.841622
-87.050393,20,673.893686
-87.102013,20,673.947715
-89.722319,20,673.994086
-91.686305,20,674.038178
-87.241133,20,674.081401
-87.064078,20,674.1198
-91.785939,20,674.156676
-91.828586,20,674.189437
-92.331824,20,674.224448
-87.273005,20,674.259488
-88.646837,20,674.310373
-87.231363,20,674.35156
-88.882944,20,674.403674
-87.259107,20,674.460562
-89.676988,20,674.509795
-89.031128,20,674.553988
-88.756754,20,674.604763
-87.215434,20,674.650172
-88.890296,20,674.693588
-87.828696,20,674.738138
-90.691869,20,674.779343
-88.8147,20,674.833297
-92.887243,20,674.875441
-91.010406,20,674.919809
-87.216523,20,674.968405
-87.666656,20,675.017615
-87.059559,20,675.051209
-88.2704,20,675.085098
-87.141397,20,675.125999
-91.267578,20,675.15932
-88.259801,20,675.19162
-87.23468,20,675.227829
-87.83315,20,675.264776
-92.662327,20,675.298702
-87.28413,20,675.335746
-87.168316,20,675.379795
-93.617956,20,675.424367
-93.895074,19,675.46434
-91.339396,20,675.510189
-87.690393,20,675.561006
-87.221217,20,675.606463
-90.275991,20,675.650505
-87.218518,20,675.694293
-88.32108,20,675.739081
-93.382839,20,675.783048
-87.114061,20,675.830129
-87.524823,20,675.873212
-87.735277,20,675.926131
-90.487976,20,675.972699
-87.149165,20,676.017366
-93.18784,20,676.062953
-87.349159,20,676.100883
-88.890252,20,676.137681
-87.938194,20,676.191656
-88.603874,20,676.243741
-89.687292,20,676.286249
-90.834564,20,676.324679
-89.024884,20,676.370051
-87.618853,20,676.421728
-87.289799,20,676.466212
-89.188392,20,676.508489
-87.198962,20,676.556013
-91.274654,20,676.605479
-90.621601,20,676.652155
-87.170051,20,676.70016
-87.611499,20,676.74485
-92.893538,20,676.798649
-89.282176,20,681.253504
-88.41838,20,681.302041
-90.211816,20,681.356072
-91.859516,20,681.396751
-87.009564,20,681.431541
-91.294323,20,681.475656
-92.813244,20,681.512141
-87.924097,20,681.555977
-92.686584,20,681.600029
-87.733503,20,681.642529
-90.75131,20,681.680312
-94.33268,19,681.717236
-87.151736,20,681.749874
-87.210061,20,681.793299
-91.872608,20,681.832754
-90.21577,20,681.872493
-87.210555,20,681.912024
-89.486447,20,681.949561
-90.769915,20,681.986198
-93.026131,20,682.031138
-90.458017,20,682.082284
-87.109897,20,682.133697
-88.835312,20,682.18526
-93.653711,20,682.237807
-90.235856,20,682.286632
-91.589981,20,682.332736
-87.081185,20,682.381784
-87.232547,20,682.425532
-89.523035,20,682.460979
-90.359291,20,682.495128
-92.697562,20,682.53783
-88.537426,20,682.581425
-87.157977,20,682.62082
-91.354387,20,682.666805
-91.786915,20,682.705033
-87.737667,20,682.742567
-89.315211,20,682.780523
-88.107899,20,682.828811
-93.103203,20,682.866187
-92.542959,20,682.90175
-91.965197,20,682.946512
-87.34062,20,682.98884
-87.176787,20,683.02643
-87.12166,20,683.06563
-88.833495,20,683.109511
-88.189924,20,683.155187
-87.162612,20,683.195441
-87.655184,20,683.236869
-87.24189,20,683.287834
-87.587296,20,683.336181
-93.101448,20,683.38675
-87.096238,20,683.439633
-88.047353,20,683.48674
-89.982259,20,683.523751
-88.955522,20,683.561585
-92.133826,20,683.61064
-87.069995,20,683.650904
-87.379215,20,683.692046
-89.430981,20,683.73087
-92.015474,20,683.767741
-92.771279,20,683.804598
-87.355314,20,683.849256
-91.93847,20,683.889551
-92.769593,20,683.93223
-88.120585,20,683.970356
-90.410131,20,684.015881
-89.887042,20,684.054221
-87.421853,20,684.102763
-87.251083,20,684.150788
-89.908858,20,684.201322
-91.865693,20,684.257611
-87.097659,20,684.311278
-88.150861,20,684.359938
-87.305247,20,684.417934
-87.191348,20,684.464497
-90.493042,20,684.508207
-92.716685,20,684.543744
-89.572934,20,684.581377
-92.800176,20,684.609062
-87.879478,20,684.657904
-92.611448,20,684.697523
-87.520894,20,684.737938
-87.086566,20,684.77541
-93.142057,20,684.811337
-87.46042,20,684.852247
-87.107263,20,684.904548
-89.130057,20,684.951427
-87.246047,20,684.996242
-88.598389,20,685.041112
-89.238278,20,685.085032
-87.088068,20,685.132936
-90.462786,20,685.187357
-90.669354,20,685.228534
-88.510951,20,685.266483
-90.208399,20,685.30975
-91.09195,20,685.358097
-97.394216,20,685.405464
-89.646409,20,685.447772
-87.023979,20,685.492334
-93.294346,20,685.542577
-89.485844,20,685.580368
-92.632936,20,685.62167
-98.50831,20,689.464398
-87.816114,20,689.50169
-90.044609,20,689.538555
-88.175078,20,689.57864
-87.630493,20,689.622994
-87.104966,20,689.680583
-87.111916,20,689.737849
-88.402074,20,689.778281
-98.202265,20,689.81629
-87.114486,20,689.857909
-88.316442,20,689.902475
-88.356861,20,689.9506
-90.573259,20,689.994826
-88.53297,20,690.031583
-87.328179,20,690.084439
-87.285889,20,690.134376
-90.767703,20,690.182624
-91.522723,20,690.232866
-91.159341,20,690.282878
-89.950805,20,690.329722
-89.635074,20,690.374599
-92.411527,20,690.426241
-93.179697,20,690.476619
-89.373326,20,690.527345
-90.729635,20,690.583481
-88.084572,20,690.63639
-90.959399,20,690.685107
-88.12057,20,690.732563
-87.341745,20,690.784702
-91.569753,20,690.822686
-91.797336,20,690.86096
-87.04942,20,690.892462
-88.549256,20,690.924285
-92.988227,20,690.949358
-97.337045,20,690.992783
-91.233379,20,691.032663
-90.393235,20,691.068163
-89.657326,20,691.112444
-87.146455,20,691.154519
-88.521038,20,691.200057
-87.373587,20,691.251466
-87.041864,20,691.298172
-90.428434,20,691.34555
-90.859956,20,691.394387
-89.267428,20,691.443766
-88.265866,20,691.490882
-93.358571,20,691.542203
-91.61795,20,691.597572
-88.784304,20,691.644761
-87.245992,20,691.700471
-87.130595,20,691.748737
-88.932631,20,691.796582
-88.499979,20,691.853173
-92.400135,20,691.893715
-88.561316,20,691.934355
-88.779654,20,691.968752
-93.223404,20,692.00575
-89.112669,20,692.05058
-91.463415,20,692.08607
-91.644628,20,692.12235
-87.199718,20,692.160238
-92.98274,20,692.191329
-89.480525,20,692.224813
-90.807362,20,692.275354
-87.260821,20,692.321063
-87.180277,20,692.368891
-89.252603,20,692.42268
-87.281542,20,692.475424
-87.047918,20,692.526745
-91.020927,20,692.584728
-88.834421,20,692.641816
-87.449913,20,692.68849
-92.921325,20,692.742665
-89.81642,20,692.77772
-87.992321,20,692.814052
-89.356331,20,692.850002
-93.172329,20,692.900119
-92.704234,20,692.93173
-91.097086,20,692.966086
-92.754727,20,692.998774
-87.170734,20,693.032737
-92.129752,20,693.075916
-92.236353,20,693.123441
-92.537426,20,693.162825
-91.642461,20,693.206633
-89.621908,20,693.242066
-87.917686,20,693.278853
-89.306905,20,693.315197
-88.564989,20,693.352063
-88.15351,20,693.395281
-88.459399,20,693.440742
-92.098343,20,693.485286
-87.233052,20,693.531227
-93.134767,20,693.565032
-88.216561,20,693.603613
-92.612564,20,693.641379
-87.196805,20,693.68759
-91.348062,20,693.730064
-90.4244,20,693.771367
-87.797457,20,693.815037
-87.124949,20,693.860615
-87.931884,20,693.9066
-87.057719,20,696.772377
-92.391328,20,696.791941
-87.215881,20,696.813041
-88.166515,20,696.834137
-87.279689,20,696.855613
-87.320622,20,696.876031
-92.67307,20,696.89811
-87.137064,20,696.920046
-90.563598,20,696.937664
-92.322162,20,696.959505
-88.266395,20,696.978815
-88.311606,20,697.004878
-97.506741,20,697.025041
-91.547666,20,697.04458
-88.780608,20,697.062439
-87.299,20,697.081667
-87.252497,20,697.102345
-87.240182,20,697.122592
-90.295802,20,697.144421
-87.023821,20,697.16555
-87.312,20,697.18439
-88.185579,20,697.20266
-87.160458,20,697.224613
-88.402212,20,697.246589
-91.501516,20,697.26472
-89.425521,20,697.287467
-92.273974,20,697.308753
-88.489914,20,697.332346
-93.501091,20,697.356107
-91.974394,20,697.374787
-88.019315,20,697.395415
-89.561122,20,697.414401
-90.790125,20,697.430153
-92.191913,20,697.450609
-87.682853,20,697.468639
-89.917067,20,697.486692
-87.988954,20,697.502671
-88.326866,20,697.519017
-93.409132,20,697.536376
-87.128338,20,697.553038
-87.155801,20,697.569765
-87.521643,20,697.587778
-93.555015,20,697.602516
-87.633763,20,697.621273
-91.703057,20,697.638345
-87.180535,20,697.654723
-87.073817,20,697.671623
-90.901585,20,697.68912
-87.296671,20,697.704545
-93.321298,20,697.725118
-92.764183,20,697.739594
-92.066265,20,697.756614
-89.693131,20,697.773888
-91.627627,20,697.790179
-93.472987,20,697.807508
-90.212629,20,697.822494
-89.379141,20,697.838187
-92.669835,20,697.853415
-91.833516,20,697.869101
-90.767666,20,697.886281
-90.888385,20,697.897824
-88.541929,20,697.91397
-87.174352,20,697.932061
-88.093871,20,697.954282
-90.659436,20,697.975345
-90.283229,20,697.997583
-87.903118,20,698.020048
-87.803865,20,698.039774
-87.270603,20,698.058895
-87.104842,20,698.074646
-91.124741,20,698.094392
-91.174277,20,698.111241
-91.050256,20,698.128425
-87.166484,20,698.148466
-87.371649,20,698.172363
-91.345212,20,698.193005
-91.183161,20,698.212047
-87.436548,20,698.233454
-93.156027,20,698.25785
-92.283878,20,698.295189
-88.667179,20,698.330328
-88.017189,20,698.351071
-91.786462,20,698.372531
-88.475498,20,698.39588
-92.484922,20,698.42259
-92.252208,20,698.446005
-90.960962,20,698.468487
-91.259705,20,698.497926
-93.401532,20,698.524725
-88.221,20,698.553059
-87.382957,20,698.581488
-87.446823,20,698.60888
-87.229652,20,698.63288
-87.030915,20,698.659803
-89.95556,20,698.682337
-88.155439,20,698.712405
-92.574206,20,698.737531
-89.389248,20,698.764121
-87.524461,20,698.785923
-87.247538,20,698.803597
-93.380101,20,698.820478
-87.289232,20,698.838556
-87.213456,20,698.857604
-98.118544,20,700.73599
-90.375767,20,700.757202
-97.13674,20,700.7778
-91.573956,20,700.797088
-90.751805,20,700.815223
-92.795907,20,700.832395
-97.798168,20,700.847884
-87.146421,20,700.864778
-87.119145,20,700.891951
-87.11189,20,700.915387
-87.442265,20,700.934468
-89.091395,20,700.953204
-88.203317,20,700.974066
-92.505454,20,700.995059
-87.030179,20,701.017733
-92.551685,20,701.042259
-88.218386,20,701.073728
-91.246355,20,701.103564
-87.453462,20,701.124819
-87.794247,20,701.142359
-87.192152,20,701.164324
-87.571364,20,701.18272
-87.371059,20,701.202437
-91.842748,20,701.224372
-91.065669,20,701.244075
-91.09848,20,701.262441
-87.421696,20,701.289583
-87.699007,20,701.313389
-91.149987,20,701.337405
-91.325582,20,701.368992
-87.694054,20,701.391278
-93.161133,20,701.413861
-89.768093,20,701.436896
-87.164127,20,701.467419
-87.556875,20,701.502511
-87.173733,20,701.52454
-87.444314,20,701.555697
-89.346868,20,701.596318
-88.46621,20,701.63033
-90.330691,20,701.662412
-87.286411,20,701.694097
-87.336808,20,701.727517
-93.134392,20,701.761412
-88.641024,20,701.796179
-91.70557,20,701.830256
-88.767274,20,701.860466
-87.309666,20,701.888537
-88.301129,20,701.916518
-88.05558,20,701.942521
-87.390834,20,701.967454
-88.491858,20,701.989069
-88.274196,20,702.012733
-88.092082,20,702.039309
-89.923504,20,702.075583
-87.065535,20,702.102427
-90.297397,20,702.127031
-87.440331,20,702.158701
-92.192768,20,702.178843
-92.202466,20,702.198979
-92.229897,20,702.221566
-89.743175,20,702.239305
-87.528285,20,702.256098
-91.026288,20,702.271851
-92.256447,20,702.287752
-90.998769,20,702.302569
-87.275001,20,702.319443
-87.096953,20,702.338914
-88.707423,20,702.359598
-88.25098,20,702.386045
-87.260372,20,702.404593
-92.934923,20,702.429651
-87.686202,20,702.448146
-92.229736,20,702.467646
-90.035403,20,702.484542
-87.155796,20,702.504864
-93.017698,20,702.522763
-87.729968,20,702.542392
-88.710002,20,702.562364
-87.252383,20,702.59065
-92.972482,20,702.620759
-87.735941,20,702.653227
-87.227347,20,702.672799
-87.326754,20,702.69813
-87.176241,20,702.733897
-92.236328,20,702.766406
-90.202957,20,702.792371
-89.032286,20,702.82264
-91.129731,20,702.84826
-87.721892,20,702.877074
-90.590512,20,702.904465
-90.072528,20,702.930402
-89.011153,20,702.962981
-92.273149,20,702.989775
-88.617526,20,703.011079
-90.018647,20,703.035266
-87.142656,20,703.060883
-88.649922,20,703.098313
-87.253331,20,703.122664
-87.025965,20,703.151586
-98.43216,20,703.175051
-87.715381,20,703.197844
-87.317803,20,703.216749
-87.069507,20,705.135897
-92.656155,20,705.154435
-92.081963,20,705.174185
-87.611112,20,705.194828
-91.125052,20,705.217122
-90.736411,20,705.24276
-89.356553,20,705.263314
-91.976459,20,705.282571
-89.198455,20,705.30873
-88.241521,20,705.331747
-91.335003,20,705.362346
-97.335352,20,705.391734
-93.237406,20,705.421582
-90.343686,20,705.448936
-88.858606,20,705.480645
-87.133002,20,705.515882
-92.345707,20,705.550258
-87.474365,20,705.584792
-88.809018,20,705.614561
-89.000426,20,705.642683
-87.207151,20,705.671506
-87.256647,20,705.703126
-92.874562,20,705.731763
-90.188994,20,705.760724
-87.186618,20,705.800767
-88.002057,20,705.838586
-87.522102,20,705.869176
-92.745829,20,705.902396
-88.831897,20,705.93163
-91.316505,20,705.962933
-91.892942,20,705.994401
-88.712866,20,706.022464
-89.888435,20,706.048978
-87.603278,20,706.074031
-89.865798,20,706.099053
-87.223265,20,706.130286
-87.30182,20,706.162494
-87.325298,20,706.191892
-87.286467,20,706.223217
-87.423196,20,706.260075
-89.295206,20,706.282595
-88.839843,20,706.312372
-87.175142,20,706.339473
-89.381997,20,706.362385
-87.472792,20,706.393241
-89.05364,20,706.427657
-87.238231,20,706.462409
-87.570755,20,706.493784
-92.094074,20,706.519402
-87.566977,20,706.548555
-90.642433,20,706.576898
-90.501385,20,706.604051
-87.180571,20,706.631726
-93.107306,20,706.664906
-90.031554,20,706.696434
-87.283492,20,706.724927
-87.181977,20,706.756054
-93.283857,20,706.78477
-88.435816,20,706.818191
-87.27434,20,706.856776
-87.79593,20,706.89219
-87.69341,20,706.920256
-87.129656,20,706.942392
-90.966383,20,706.971636
-98.043479,20,707.006408
-93.043698,20,707.039766
-89.572266,20,707.069989
-91.098453,20,707.101082
-88.895679,20,707.13375
-88.575462,20,707.15422
-87.239728,20,707.179698
-87.161731,20,707.204393
-92.441216,20,707.230957
-87.082817,20,707.262487
-89.374969,20,707.292938
-87.171978,20,707.317839
-97.00271,20,707.338262
-89.052927,20,707.357925
-97.849517,20,707.37856
-90.912391,20,707.399485
-87.26364,20,707.424878
-92.512485,20,707.447545
-87.239383,20,707.475005
-87.361789,20,707.505463
-89.544876,20,707.532747
-91.267382,20,707.554508
-87.515678,20,707.573361
-87.483085,20,707.595054
-89.764872,20,707.617374
-87.053489,20,707.639341
-90.307312,20,707.65875
-88.64499,20,707.676005
-87.327004,20,707.691966
-87.345983,20,707.707316
-91.630619,20,707.723086
-92.315658,20,707.746248
-92.723065,20,707.770868
-89.050316,20,707.796524
-87.239288,20,707.818501
-92.077421,20,707.841072
-89.871639,20,707.86059
-87.62443,20,707.877908
-89.570692,20,707.895301
-87.287745,20,709.828303
-87.139876,20,709.843234
-87.201046,20,709.862707
-87.550315,20,709.878168
-88.141719,20,709.895084
-91.911335,20,709.913176
-87.850127,20,709.929327
-98.008127,20,709.944357
-89.897432,20,709.964109
-89.323833,20,709.978798
-92.550256,20,710.001321
-87.674373,20,710.023112
-87.79306,20,710.045886
-87.339681,20,710.065913
-97.29731,20,710.086121
-88.836752,20,710.103085
-87.083041,20,710.114132
-88.658706,20,710.130282
-89.988024,20,710.159132
-87.271021,20,710.189353
-87.24739,20,710.21775
-92.694762,20,710.242971
-98.213601,20,710.266225
-96.697553,20,710.289812
-92.420263,20,710.312373
-89.382151,20,710.334315
-87.376973,20,710.355103
-87.42682,20,710.372664
-87.691515,20,710.401369
-91.964597,20,710.421556
-87.354382,20,710.440692
-88.22377,20,710.461446
-87.204072,20,710.480207
-92.266577,20,710.501598
-89.974087,20,710.52117
-92.003773,20,710.543755
-88.432033,20,710.562634
-89.709024,20,710.580748
-89.073907,20,710.599892
-90.7337,20,710.617403
-87.229444,20,710.639449
-96.160299,20,710.658159
-87.162711,20,710.678383
-89.197897,20,710.696193
-97.807584,20,710.714343
-88.542761,20,710.729772
-90.88697,20,710.746108
-87.227851,20,710.761114
-87.283261,20,710.778427
-89.491121,20,710.794721
-87.227158,20,710.809669
-93.062595,20,710.825999
-97.777697,20,710.845532
-87.837087,20,710.861366
-92.332642,20,710.877413
-88.886233,20,710.894655
-87.556337,20,710.911317
-87.379115,20,710.928768
-87.179265,20,710.94465
-87.135595,20,710.9625
-91.438488,20,710.978749
-92.393291,20,710.995551
-87.24334,20,711.010839
-96.486168,20,711.028346
-88.460774,20,711.046126
-88.888498,20,711.064276
-93.462206,20,711.081433
-92.311666,20,711.104368
-92.468288,20,711.127667
-90.759738,20,711.152731
-87.909368,20,711.174399
-89.536433,20,711.196224
-88.341387,20,711.220356
-90.117509,20,711.240624
-97.303951,20,711.260847
-87.25707,20,711.279051
-87.630508,20,711.298985
-90.280947,20,711.329707
-92.70541,20,711.355817
-97.502561,20,711.38067
-87.281486,20,711.407524
-87.388693,20,711.431873
-90.52183,20,711.453151
-90.051138,20,711.474993
-87.26496,20,711.498551
-87.57994,20,711.521051
-87.937642,20,711.605474
-91.339333,20,711.635435
-89.390745,20,711.657581
-87.348715,20,711.682535
-88.21535,20,711.704401
-92.478203,20,711.724452
-90.928514,20,711.753927
-98.444201,20,711.781061
-88.439414,20,711.811757
-90.972653,20,711.841396
-91.115796,20,711.867361
-90.642932,20,711.889418
-89.196834,20,711.913232
-87.271499,20,711.934541
-90.765667,20,711.954988
-88.812825,20,711.978698
-87.274817,20,713.811742
-87.156329,20,713.831555
-87.731042,20,713.849896
-87.193701,20,713.872601
-88.443776,20,713.894667
-90.983975,20,713.914502
-93.316236,20,713.936147
-88.115368,20,713.95795
-87.498457,20,713.977397
-87.183224,20,714.000442
-88.559758,20,714.021515
-93.299898,20,714.045256
-87.34336,20,714.068459
-93.459987,20,714.085332
-88.060368,20,714.103746
-91.501221,20,714.120797
-87.408236,20,714.142824
-87.962602,20,714.166799
-92.116927,20,714.200888
-89.062333,20,714.238044
-87.420506,20,714.28116
-93.287449,20,714.301521
-88.238638,20,714.324981
-97.58235,20,714.346332
-88.760518,20,714.369218
-91.921405,20,714.39252
-92.330987,20,714.410177
-92.044572,20,714.431268
-88.6294,20,714.452228
-97.692668,20,714.47113
-87.144926,20,714.495571
-87.250773,20,714.517237
-87.400897,20,714.53624
-93.074802,20,714.55852
-88.204615,20,714.579281
-88.6241,20,714.598849
-90.423786,20,714.62021
-87.385006,20,714.648813
-93.319206,20,714.680338
-88.789761,20,714.704473
-92.002906,20,714.724314
-89.410262,20,714.741506
-89.426248,20,714.765773
-88.929546,20,714.797775
-91.522851,20,714.824564
-87.528311,20,714.851121
-87.205883,20,714.872784
-91.173451,20,714.893109
-88.7698,20,714.912975
-88.010502,20,714.938791
-89.296958,20,714.971861
-90.873784,20,714.997699
-87.79574,20,715.030579
-88.1071,20,715.056107
-88.655483,20,715.091656
-87.211273,20,715.128338
-90.630084,20,715.157494
-92.244647,20,715.183018
-87.470504,20,715.208439
-87.652196,20,715.233545
-88.471023,20,715.255725
-88.727614,20,715.272703
-88.151707,20,715.300516
-89.356939,20,715.339684
-88.283677,20,715.366789
-93.043683,20,715.391469
-93.352659,20,715.415807
-87.232486,20,715.440794
-87.171277,20,715.468057
-87.279837,20,715.492547
-91.485522,20,715.521338
-92.044278,20,715.549759
-91.020133,20,715.572933
-93.044624,20,715.59738
-96.283346,20,715.616086
-89.414405,20,715.631369
-92.30765,20,715.654284
-87.32179,20,715.688074
-88.903058,20,715.720483
-87.175845,20,715.75002
-92.390501,20,715.782422
-89.478689,20,715.808775
-87.602642,20,715.841217
-92.882874,20,715.862843
-87.165445,20,715.885014
-90.733972,20,715.913334
-98.397866,20,715.93838
-87.805953,20,715.962764
-87.246892,20,715.988965
